1.000000e+00 -1.997033e+00 2.472915e-02 9.992399e-01 1.695505e-03
1.100000e+00 -1.993944e+00 4.146215e-02 9.984437e-01 3.128863e-03
1.200000e+00 -1.988428e+00 7.018988e-02 9.969193e-01 7.069286e-03
1.300000e+00 -1.980370e+00 1.029317e-01 9.947024e-01 1.162555e-02
1.400000e+00 -1.967701e+00 1.500050e-01 9.910066e-01 2.079333e-02
1.500000e+00 -1.952594e+00 1.886284e-01 9.868874e-01 2.629180e-02
1.600000e+00 -1.928116e+00 2.641367e-01 9.793559e-01 4.451773e-02
1.700000e+00 -1.895278e+00 3.466744e-01 9.688573e-01 7.039033e-02
1.800000e+00 -1.856094e+00 4.345707e-01 9.554306e-01 1.057766e-01
1.900000e+00 -1.814400e+00 5.019177e-01 9.413253e-01 1.355070e-01
2.000000e+00 -1.756549e+00 5.995164e-01 9.194344e-01 1.950218e-01
2.100000e+00 -1.689116e+00 6.925917e-01 8.930273e-01 2.569244e-01
2.200000e+00 -1.621406e+00 7.386961e-01 8.670966e-01 3.017717e-01
2.300000e+00 -1.541549e+00 7.993515e-01 8.336813e-01 3.657496e-01
2.400000e+00 -1.452192e+00 8.306662e-01 7.948975e-01 4.260354e-01
2.500000e+00 -1.371132e+00 8.206935e-01 7.614104e-01 4.528202e-01
2.600000e+00 -1.292037e+00 7.914458e-01 7.266196e-01 4.743675e-01
2.700000e+00 -1.220333e+00 7.600020e-01 6.933066e-01 4.944008e-01
2.800000e+00 -1.155849e+00 7.050356e-01 6.648858e-01 4.902050e-01
2.900000e+00 -1.076040e+00 6.525298e-01 6.282458e-01 4.880789e-01
3.000000e+00 -1.017906e+00 6.039236e-01 6.012206e-01 4.780396e-01
3.100000e+00 -9.560437e-01 5.537834e-01 5.722121e-01 4.643141e-01
3.200000e+00 -9.091715e-01 5.002179e-01 5.511380e-01 4.428436e-01
3.300000e+00 -8.544235e-01 4.484564e-01 5.249209e-01 4.201036e-01
3.400000e+00 -8.171253e-01 4.130732e-01 5.072055e-01 4.040767e-01
3.500000e+00 -7.741792e-01 3.734979e-01 4.865600e-01 3.831195e-01
3.600000e+00 -7.421423e-01 3.417161e-01 4.727843e-01 3.620611e-01
3.700000e+00 -7.044868e-01 3.105702e-01 4.550385e-01 3.428335e-01
3.800000e+00 -6.760833e-01 2.835898e-01 4.408859e-01 3.258820e-01
3.900000e+00 -6.514988e-01 2.630264e-01 4.306759e-01 3.101248e-01
