1.000000e+00 -1.996840e+00 2.695084e-02 9.991887e-01 1.838231e-03
1.100000e+00 -1.993799e+00 4.204101e-02 9.984131e-01 3.127921e-03
1.200000e+00 -1.988582e+00 6.677929e-02 9.970060e-01 5.976382e-03
1.300000e+00 -1.980105e+00 9.707786e-02 9.947175e-01 9.792227e-03
1.400000e+00 -1.967831e+00 1.466192e-01 9.913296e-01 1.712486e-02
1.500000e+00 -1.951103e+00 1.865328e-01 9.865809e-01 2.439696e-02
1.600000e+00 -1.929854e+00 2.553287e-01 9.802396e-01 3.922519e-02
1.700000e+00 -1.898287e+00 3.392401e-01 9.702783e-01 6.549207e-02
1.800000e+00 -1.859324e+00 4.738038e-01 9.567169e-01 1.178410e-01
1.900000e+00 -1.807645e+00 5.566487e-01 9.376341e-01 2.043306e-01
2.000000e+00 -1.742639e+00 7.670618e-01 9.086673e-01 4.041957e-01
2.100000e+00 -1.653103e+00 9.748275e-01 8.620292e-01 9.022218e-01
2.200000e+00 -1.559510e+00 1.135534e+00 8.116583e-01 1.266107e+00
2.300000e+00 -1.394369e+00 1.621986e+00 6.391924e-01 6.096555e+00
2.400000e+00 -1.235088e+00 1.390387e+00 4.731393e-01 6.878592e+00
2.500000e+00 -1.123729e+00 9.860652e-01 3.786218e-01 4.822272e+00
2.600000e+00 -1.052683e+00 8.944563e-01 3.350278e-01 3.933415e+00
2.700000e+00 -9.772299e-01 7.199561e-01 2.753857e-01 3.191386e+00
2.800000e+00 -9.098381e-01 5.012250e-01 1.990205e-01 1.779340e+00
2.900000e+00 -8.776199e-01 4.659881e-01 2.064429e-01 1.876345e+00
3.000000e+00 -8.204807e-01 4.012329e-01 1.728932e-01 1.355803e+00
3.100000e+00 -7.812666e-01 3.721212e-01 1.528281e-01 1.109404e+00
3.200000e+00 -7.464901e-01 3.212038e-01 1.539625e-01 1.024682e+00
3.300000e+00 -7.120031e-01 3.012939e-01 1.428951e-01 8.174187e-01
3.400000e+00 -6.825516e-01 2.507408e-01 1.279944e-01 6.636667e-01
3.500000e+00 -6.621393e-01 2.553143e-01 1.248377e-01 6.265924e-01
3.600000e+00 -6.368380e-01 2.359917e-01 1.193677e-01 5.904682e-01
3.700000e+00 -6.197613e-01 2.105876e-01 1.131373e-01 4.889423e-01
3.800000e+00 -5.944092e-01 1.921853e-01 1.104523e-01 4.548859e-01
3.900000e+00 -5.754874e-01 1.820615e-01 1.060701e-01 4.354225e-01
