1.000000e+00 -1.997336e+00 2.235753e-02 9.993165e-01 1.533601e-03
1.100000e+00 -1.994083e+00 4.237761e-02 9.984655e-01 3.356233e-03
1.200000e+00 -1.987761e+00 7.467165e-02 9.967873e-01 6.754360e-03
1.300000e+00 -1.980467e+00 1.012991e-01 9.948073e-01 1.049120e-02
1.400000e+00 -1.968643e+00 1.433514e-01 9.915510e-01 1.634641e-02
1.500000e+00 -1.951840e+00 1.943529e-01 9.867163e-01 2.618619e-02
1.600000e+00 -1.927564e+00 2.771211e-01 9.792155e-01 4.808142e-02
1.700000e+00 -1.896266e+00 3.533827e-01 9.693550e-01 7.534038e-02
1.800000e+00 -1.857804e+00 4.466070e-01 9.565355e-01 1.122476e-01
1.900000e+00 -1.812872e+00 5.498523e-01 9.399984e-01 1.839341e-01
2.000000e+00 -1.752035e+00 6.909824e-01 9.149311e-01 3.125854e-01
2.100000e+00 -1.670296e+00 8.882194e-01 8.757879e-01 5.772829e-01
2.200000e+00 -1.573451e+00 1.046223e+00 8.256377e-01 9.017158e-01
2.300000e+00 -1.448966e+00 1.195295e+00 7.474535e-01 1.391806e+00
2.400000e+00 -1.343584e+00 1.194591e+00 6.850686e-01 1.579317e+00
2.500000e+00 -1.223395e+00 1.096244e+00 6.024668e-01 1.773555e+00
2.600000e+00 -1.102002e+00 9.129374e-01 5.156968e-01 1.712084e+00
2.700000e+00 -1.026842e+00 7.960819e-01 4.707338e-01 1.536887e+00
2.800000e+00 -9.492385e-01 6.711097e-01 4.140626e-01 1.405337e+00
2.900000e+00 -8.848699e-01 5.671114e-01 3.698823e-01 1.229183e+00
3.000000e+00 -8.478423e-01 5.021736e-01 3.543923e-01 1.103826e+00
3.100000e+00 -7.943039e-01 4.120865e-01 3.168898e-01 9.346575e-01
3.200000e+00 -7.554196e-01 3.675364e-01 2.960263e-01 8.289390e-01
3.300000e+00 -7.227628e-01 3.122491e-01 2.769838e-01 7.127392e-01
3.400000e+00 -6.961532e-01 2.915533e-01 2.681831e-01 6.504733e-01
3.500000e+00 -6.630366e-01 2.664879e-01 2.514352e-01 5.928280e-01
3.600000e+00 -6.372951e-01 2.347378e-01 2.380331e-01 5.111373e-01
3.700000e+00 -6.215826e-01 2.162525e-01 2.323977e-01 4.899358e-01
3.800000e+00 -5.965471e-01 2.041416e-01 2.240999e-01 4.480206e-01
3.900000e+00 -5.781334e-01 1.875391e-01 2.173003e-01 4.063236e-01
